1,151.85436847103514
2,151.82372981956314
3,151.80933048433047
4,151.79893755935421
5,151.75211301044635
6,151.73445512820513
7,151.69648622981956
8,151.7820987654321
9,151.81544396961064
10,151.83021130104464
11,151.85133547008547
12,151.86001899335233
13,151.79526946818615
14,151.80104463437797
15,151.7792319563153
16,151.77294634377967
17,151.77506528964864
18,151.7542913105413
19,151.7661621557455
20,151.7474358974359
21,151.7593660968661
22,151.76657763532762
23,151.80208333333334
24,151.84849833808167
25,151.87160493827162
26,151.87488129154795
27,151.8630757359924
28,151.87561728395062
29,151.84857549857549
30,151.9162274453941
31,151.94017094017093
32,152.06424501424502
33,152.06627492877493
34,152.05797720797722
35,151.9116571699905
36,151.94481244064576
37,151.95562678062677
38,151.9577041785375
39,151.97228157644824
40,151.97028133903135
41,151.9809413580247
42,152.06077872744538
43,152.29040835707502
44,151.9457383665717
45,150.6187559354226
46,142.39158357075024
47,136.87664411206077
48,117.99675332383666
49,149.9601673789174
50,147.5519705603039
51,144.45258190883192
52,153.85273622981956
53,153.21488603988604
54,152.1465574548908
55,152.1937025166192
56,152.0417735042735
57,152.1133606362773
58,152.20503917378917
59,152.10506291547958
60,152.2218364197531
61,152.26883309591642
62,152.37527302943968
63,152.58815289648624
64,152.8230116334283
65,152.79414767331434
66,152.95108618233618
67,152.8514066951567
68,152.77743352326686
69,152.71626899335232
70,152.70660612535613
71,152.64816595441596
72,152.6303774928775
73,152.51188271604937
74,152.4474180911681
75,152.2111348528015
76,148.3139126305793
77,136.53820037986705
78,122.63050213675214
79,147.3349062203229
80,135.5570987654321
81,135.8963081671415
82,145.12884615384615
83,127.85316358024691
84,134.60386989553658
85,141.35703347578348
86,124.5289767331434
87,135.25643399810068
88,143.93472222222223
89,129.99877730294398
90,123.09183879392212
91,145.7182217473884
92,139.12517212725547
93,115.38059116809117
94,142.25670702754036
95,145.36881528964864
96,131.72567663817665
97,124.50696225071225
98,147.07408000949667
99,143.7848765432099
100,132.8202338556505
101,146.99455128205128
102,147.61014363722697
103,141.62770655270654
104,151.0017094017094
105,151.37540360873695
106,142.30636870845206
107,149.4397910731244
108,153.0059769705603
109,147.86407882241215
110,142.21184710351378
111,156.030668328585
112,152.7411977682811
113,146.31379985754987
114,149.88259140550807
115,154.7025344254511
116,149.717616334283
117,143.2139185660019
118,155.84043209876543
119,155.36378798670466
120,151.9505341880342
121,149.0389066951567
